time,value
0.000000000,0.000000000
0.000001000,0.000000000
0.000002000,0.000000000
0.000003000,0.000000000
0.000004000,0.000000000
0.000005000,0.000000000
0.000006000,0.000000000
0.000007000,0.000000000
0.000008000,0.000000000
0.000009000,0.000000000
0.000010000,0.000000000
0.000011000,0.000000000
0.000012000,0.000000000
0.000013000,0.000000000
0.000014000,0.000000000
0.000015000,0.000000000
0.000016000,0.000000000
0.000017000,0.000000000
0.000018000,0.000000000
0.000019000,0.000000000
0.000020000,0.000000000
0.000021000,0.000000000
0.000022000,0.000000000
0.000023000,0.000000000
0.000024000,0.000000000
0.000025000,0.000000000
0.000026000,0.000000000
0.000027000,0.000000000
0.000028000,0.000000000
0.000029000,0.000000000
0.000030000,0.000000000
0.000031000,0.000000000
0.000032000,0.000000000
0.000033000,0.000000000
0.000034000,0.000000000
0.000035000,0.000000000
0.000036000,0.000000000
0.000037000,0.000000000
0.000038000,0.000000000
0.000039000,0.000000000
0.000040000,0.000000000
0.000041000,0.000000000
0.000042000,0.000000000
0.000043000,0.000000000
0.000044000,0.000000000
0.000045000,0.000000000
0.000046000,0.000000000
0.000047000,0.000000000
0.000048000,0.000000000
0.000049000,0.000000000
0.000050000,0.000000000
0.000051000,0.000000000
0.000052000,0.000000000
0.000053000,0.000000000
0.000054000,0.000000000
0.000055000,0.000000000
0.000056000,0.000000000
0.000057000,0.000000000
0.000058000,0.000000000
0.000059000,0.000000000
0.000060000,0.000000000
0.000061000,0.000000000
0.000062000,0.000000000
0.000063000,0.000000000
0.000064000,0.000000000
0.000065000,0.000000000
0.000066000,0.000000000
0.000067000,0.000000000
0.000068000,0.000000000
0.000069000,0.000000000
0.000070000,0.000000000
0.000071000,0.000000000
0.000072000,0.000000000
0.000073000,0.000000000
0.000074000,0.000000000
0.000075000,0.000000000
0.000076000,0.000000000
0.000077000,0.000000000
0.000078000,0.000000000
0.000079000,0.000000000
0.000080000,0.000000000
0.000081000,0.000000000
0.000082000,0.000000000
0.000083000,0.000000000
0.000084000,0.000000000
0.000085000,0.000000000
0.000086000,0.000000000
0.000087000,0.000000000
0.000088000,0.000000000
0.000089000,0.000000000
0.000090000,0.000000000
0.000091000,0.000000000
0.000092000,0.000000000
0.000093000,0.000000000
0.000094000,0.000000000
0.000095000,0.000000000
0.000096000,0.000000000
0.000097000,0.000000000
0.000098000,0.000000000
0.000099000,0.000000000
0.000100000,0.000000000
0.000101000,0.000000000
0.000102000,0.000000000
0.000103000,0.000000000
0.000104000,0.000000000
0.000105000,0.000000000
0.000106000,0.000000000
0.000107000,0.000000000
